respondent_id,xyz_vaccine,seasonal_vaccine
50325,0.18,0.65
50326,0.06,0.46
50327,0.25,0.85
50328,0.12,0.62
50329,0.2,0.26
50330,0.22,0.39
50331,0.14,0.16
50332,0.21,0.62
50333,0.72,0.82
50334,0.2,0.79
50335,0.48,0.79
50336,0.04,0.95
50337,0.04,0.12
50338,0.32,0.79
50339,0.11,0.48
50340,0.11,0.17
50341,0.12,0.18
50342,0.15,0.27
50343,0.45,0.7
50344,0.04,0.83
50345,0.56,0.9
50346,0.09,0.25
50347,0.26,0.4
50348,0.1,0.05
50349,0.1,0.12
50350,0.05,0.09
50351,0.09,0.22
50352,0.17,0.3
50353,0.29,0.69
50354,0.4,0.59
50355,0.04,0.13
50356,0.4,0.22
50357,0.02,0.12
50358,0.13,0.66
50359,0.05,0.39
50360,0.05,0.19
50361,0.08,0.2
50362,0.64,0.72
50363,0.11,0.21
50364,0.64,0.89
50365,0.12,0.44
50366,0.29,0.69
50367,0.02,0.17
50368,0.06,0.47
50369,0.25,0.67
50370,0.4,0.81
50371,0.25,0.54
50372,0.02,0.15
50373,0.1,0.48
50374,0.16,0.26
50375,0.28,0.33
50376,0.19,0.19
50377,0.41,0.96
50378,0.04,0.07
50379,0.27,0.6
50380,0.18,0.51
50381,0.02,0.11
50382,0.3,0.74
50383,0.16,0.41
50384,0.05,0.11
50385,0.08,0.36
50386,0.59,0.58
50387,0.05,0.32
50388,0.08,0.18
50389,0.01,0.06
50390,0.12,0.57
50391,0.07,0.98
50392,0.07,0.14
50393,0.09,0.57
50394,0.34,0.63
50395,0.63,0.58
50396,0.09,0.18
50397,0.17,0.61
50398,0.08,0.28
50399,0.23,0.9
50400,0.07,0.5
50401,0.42,0.55
50402,0.29,0.59
50403,0.09,0.13
50404,0.05,0.23
50405,0.44,0.71
50406,0.34,0.56
50407,0.02,0.38
50408,0.14,0.83
50409,0.17,0.48
50410,0.03,0.1
50411,0.83,0.85
50412,0.27,0.34
50413,0.05,0.16
50414,0.07,0.21
50415,0.07,0.28
50416,0.02,0.4
50417,0.21,0.52
50418,0.79,0.86
50419,0.05,0.2
50420,0.23,0.49
50421,0.03,0.07
50422,0.19,0.34
50423,0.28,0.62
50424,0.45,0.88
50425,0.12,0.92
50426,0.15,0.85
50427,0.03,0.05
50428,0.51,0.61
50429,0.02,0.52
50430,0.06,0.12
50431,0.05,0.16
50432,0.12,0.72
50433,0.19,0.28
50434,0.02,0.15
50435,0.81,0.88
50436,0.04,0.9
50437,0.14,0.52
50438,0.4,0.81
50439,0.23,0.58
50440,0.27,0.53
50441,0.68,0.82
50442,0.02,0.14
50443,0.41,0.72
50444,0.58,0.96
50445,0.6,0.67
50446,0.2,0.37
50447,0.09,0.35
50448,0.25,0.58
50449,0.47,0.5
50450,0.41,0.59
50451,0.51,0.6
50452,0.08,0.41
50453,0.43,0.76
50454,0.07,0.62
50455,0.39,0.75
50456,0.06,0.1
50457,0.02,0.19
50458,0.31,0.74
50459,0.34,0.7
50460,0.08,0.25
50461,0.49,0.59
50462,0.36,0.66
50463,0.05,0.45
50464,0.06,0.07
50465,0.1,0.21
50466,0.18,0.44
50467,0.52,0.61
50468,0.1,0.13
50469,0.31,0.58
50470,0.04,0.06
50471,0.7,0.74
50472,0.28,0.74
50473,0.5,0.59
50474,0.84,0.97
50475,0.15,0.94
50476,0.05,0.3
50477,0.12,0.51
50478,0.03,0.02
50479,0.07,0.12
50480,0.24,0.65
50481,0.41,0.68
50482,0.32,0.69
50483,0.04,0.12
50484,0.18,0.47
50485,0.04,0.17
50486,0.03,0.93
50487,0.01,0.03
50488,0.39,0.81
50489,0.2,0.88
50490,0.03,0.14
50491,0.02,0.09
50492,0.08,0.2
50493,0.05,0.4
50494,0.13,0.11
50495,0.48,0.83
50496,0.19,0.67
50497,0.24,0.25
50498,0.12,0.25
50499,0.08,0.24
50500,0.84,0.94
50501,0.08,0.06
50502,0.16,0.5
50503,0.04,0.12
50504,0.44,0.72
50505,0.02,0.09
50506,0.08,0.2
50507,0.09,0.16
50508,0.09,0.23
50509,0.51,0.23
50510,0.08,0.61
50511,0.15,0.7
50512,0.02,0.23
50513,0.24,0.32
50514,0.57,0.86
50515,0.06,0.08
50516,0.51,0.45
50517,0.03,0.19
50518,0.15,0.7
50519,0.18,0.36
50520,0.19,0.46
50521,0.38,0.6
50522,0.42,0.74
50523,0.25,0.81
50524,0.14,0.29
50525,0.11,0.83
50526,0.19,0.86
50527,0.1,0.21
50528,0.11,0.19
50529,0.11,0.17
50530,0.07,0.91
50531,0.38,0.59
50532,0.11,0.21
50533,0.03,0.14
50534,0.06,0.13
50535,0.12,0.31
50536,0.0,0.13
50537,0.04,0.35
50538,0.08,0.28
50539,0.16,0.39
50540,0.08,0.48
50541,0.05,0.94
50542,0.34,0.6
50543,0.4,0.71
50544,0.15,0.08
50545,0.26,0.28
50546,0.08,0.35
50547,0.08,0.36
50548,0.7,0.67
50549,0.29,0.23
50550,0.14,0.55
50551,0.1,0.77
50552,0.69,0.79
50553,0.02,0.1
50554,0.1,0.66
50555,0.85,0.93
50556,0.06,0.16
50557,0.15,0.37
50558,0.1,0.14
50559,0.75,0.91
50560,0.2,0.85
50561,0.22,0.25
50562,0.07,0.47
50563,0.08,0.16
50564,0.43,0.93
50565,0.25,0.75
50566,0.11,0.23
50567,0.74,0.74
50568,0.06,0.34
50569,0.01,0.05
50570,0.33,0.45
50571,0.12,0.28
50572,0.19,0.35
50573,0.07,0.58
50574,0.29,0.55
50575,0.02,0.03
50576,0.09,0.23
50577,0.13,0.87
50578,0.16,0.55
50579,0.07,0.26
50580,0.09,0.22
50581,0.54,0.62
50582,0.0,0.21
50583,0.18,0.18
50584,0.14,0.31
50585,0.01,0.08
50586,0.23,0.61
50587,0.03,0.1
50588,0.45,0.57
50589,0.34,0.77
50590,0.87,0.89
50591,0.11,0.33
50592,0.45,0.88
50593,0.19,0.8
50594,0.09,0.38
50595,0.09,0.32
50596,0.18,0.25
50597,0.26,0.52
50598,0.12,0.29
50599,0.24,0.87
50600,0.5,0.36
50601,0.17,0.31
50602,0.75,0.91
50603,0.09,0.26
50604,0.42,0.61
50605,0.35,0.51
50606,0.1,0.1
50607,0.17,0.16
50608,0.08,0.12
50609,0.28,0.5
50610,0.16,0.23
50611,0.02,0.3
50612,0.09,0.29
50613,0.06,0.83
50614,0.13,0.52
50615,0.06,0.15
50616,0.1,0.13
50617,0.4,0.72
50618,0.15,0.41
50619,0.26,0.59
50620,0.12,0.66
50621,0.16,0.72
50622,0.03,0.25
50623,0.09,0.27
50624,0.45,0.57
50625,0.1,0.11
50626,0.15,0.15
50627,0.11,0.52
50628,0.25,0.58
50629,0.13,0.89
50630,0.07,0.97
50631,0.26,0.66
50632,0.27,0.85
50633,0.08,0.1
50634,0.52,0.69
50635,0.36,0.85
50636,0.12,0.57
50637,0.02,0.14
50638,0.25,0.68
50639,0.26,0.72
50640,0.06,0.24
50641,0.06,0.05
50642,0.06,0.1
50643,0.45,0.85
50644,0.1,0.69
50645,0.03,0.62
50646,0.14,0.59
50647,0.17,0.27
50648,0.22,0.57
50649,0.08,0.18
50650,0.06,0.27
50651,0.26,0.65
50652,0.17,0.21
50653,0.47,0.72
50654,0.18,0.35
50655,0.72,0.9
50656,0.04,0.26
50657,0.07,0.15
50658,0.03,0.21
50659,0.06,0.92
50660,0.5,0.68
50661,0.49,0.75
50662,0.08,0.58
50663,0.69,0.93
50664,0.11,0.13
50665,0.46,0.54
50666,0.47,0.83
50667,0.53,0.6
50668,0.16,0.32
50669,0.42,0.67
50670,0.04,0.3
50671,0.08,0.19
50672,0.03,0.77
50673,0.09,0.66
50674,0.03,0.42
50675,0.19,0.57
50676,0.25,0.66
50677,0.44,0.58
50678,0.12,0.43
50679,0.13,0.26
50680,0.21,0.37
50681,0.01,0.07
50682,0.56,0.84
50683,0.15,0.45
50684,0.1,0.13
50685,0.4,0.27
50686,0.53,0.86
50687,0.01,0.14
50688,0.84,0.88
50689,0.06,0.19
50690,0.8,0.96
50691,0.53,0.45
50692,0.09,0.24
50693,0.32,0.7
50694,0.11,0.86
50695,0.01,0.11
50696,0.07,0.74
50697,0.1,0.68
50698,0.14,0.53
50699,0.22,0.62
50700,0.08,0.1
50701,0.39,0.78
50702,0.22,0.75
50703,0.2,0.7
50704,0.59,0.74
50705,0.11,0.81
50706,0.04,0.26
50707,0.1,0.28
50708,0.35,0.65
50709,0.09,0.29
50710,0.55,0.73
50711,0.15,0.37
50712,0.11,0.53
50713,0.11,0.1
50714,0.58,0.91
50715,0.06,0.82
50716,0.66,0.72
50717,0.19,0.38
50718,0.45,0.73
50719,0.19,0.55
50720,0.72,0.97
50721,0.12,0.13
50722,0.18,0.08
50723,0.22,0.66
50724,0.39,0.56
50725,0.05,0.24
50726,0.02,0.11
50727,0.0,0.07
50728,0.21,0.97
50729,0.03,0.1
50730,0.13,0.27
50731,0.18,0.49
50732,0.1,0.38
50733,0.41,0.55
50734,0.28,0.68
50735,0.09,0.08
50736,0.08,0.61
50737,0.07,0.34
50738,0.22,0.63
50739,0.17,0.2
50740,0.18,0.91
50741,0.2,0.62
50742,0.23,0.73
50743,0.33,0.73
50744,0.13,0.29
50745,0.13,0.29
50746,0.16,0.45
50747,0.02,0.17
50748,0.08,0.23
50749,0.15,0.4
50750,0.09,0.27
50751,0.02,0.06
50752,0.2,0.29
50753,0.18,0.22
50754,0.11,0.2
50755,0.44,0.76
50756,0.77,0.9
50757,0.59,0.88
50758,0.24,0.45
50759,0.1,0.28
50760,0.29,0.54
50761,0.65,0.79
50762,0.06,0.3
50763,0.03,0.08
50764,0.08,0.84
50765,0.04,0.11
50766,0.01,0.05
50767,0.18,0.25
50768,0.15,0.76
50769,0.35,0.26
50770,0.18,0.17
50771,0.13,0.85
50772,0.32,0.22
50773,0.53,0.84
50774,0.3,0.31
50775,0.21,0.29
50776,0.74,0.98
50777,0.23,0.83
50778,0.16,0.37
50779,0.49,0.65
50780,0.4,0.33
50781,0.08,0.15
50782,0.87,0.99
50783,0.15,0.17
50784,0.16,0.51
50785,0.6,0.93
50786,0.14,0.26
50787,0.15,0.98
50788,0.1,0.08
50789,0.51,0.57
50790,0.15,0.39
50791,0.35,0.41
50792,0.25,0.94
50793,0.17,0.89
50794,0.19,0.22
50795,0.18,0.19
50796,0.06,0.14
50797,0.17,0.63
50798,0.25,0.87
50799,0.29,0.58
50800,0.12,0.21
50801,0.09,0.67
50802,0.08,0.19
50803,0.02,0.07
50804,0.5,0.23
50805,0.04,0.1
50806,0.2,0.16
50807,0.17,0.54
50808,0.25,0.65
50809,0.06,0.96
50810,0.21,0.68
50811,0.46,0.68
50812,0.02,0.16
50813,0.06,0.91
50814,0.28,0.37
50815,0.5,0.69
50816,0.62,0.9
50817,0.18,0.45
50818,0.14,0.12
50819,0.3,0.6
50820,0.35,0.81
50821,0.03,0.03
50822,0.18,0.7
50823,0.02,0.09
50824,0.06,0.8
50825,0.16,0.43
50826,0.01,0.92
50827,0.17,0.73
50828,0.1,0.2
50829,0.15,0.5
50830,0.18,0.67
50831,0.09,0.64
50832,0.13,0.25
50833,0.03,0.11
50834,0.37,0.54
50835,0.31,0.8
50836,0.01,0.07
50837,0.02,0.09
50838,0.19,0.4
50839,0.01,0.11
50840,0.01,0.06
50841,0.51,0.57
50842,0.03,0.13
50843,0.02,0.09
50844,0.02,0.12
50845,0.04,0.08
50846,0.23,0.47
50847,0.19,0.29
50848,0.52,0.51
50849,0.22,0.26
50850,0.19,0.17
50851,0.03,0.05
50852,0.25,0.2
50853,0.01,0.08
50854,0.16,0.17
50855,0.02,0.18
50856,0.52,0.88
50857,0.18,0.36
50858,0.06,0.17
50859,0.25,0.16
50860,0.09,0.2
50861,0.08,0.78
50862,0.36,0.47
50863,0.04,0.42
50864,0.04,0.13
50865,0.32,0.47
50866,0.22,0.37
50867,0.41,0.42
50868,0.32,0.84
50869,0.05,0.13
50870,0.11,0.69
50871,0.09,0.55
50872,0.09,0.41
50873,0.48,0.8
50874,0.6,0.89
50875,0.45,0.86
50876,0.03,0.28
50877,0.53,0.95
50878,0.43,0.64
50879,0.01,0.09
50880,0.31,0.27
50881,0.06,0.16
50882,0.83,0.95
50883,0.25,0.5
50884,0.04,0.16
50885,0.43,0.83
50886,0.19,0.55
50887,0.12,0.27
50888,0.13,0.33
50889,0.74,0.87
50890,0.17,0.37
50891,0.24,0.53
50892,0.35,0.13
50893,0.16,0.4
50894,0.07,0.83
50895,0.02,0.16
50896,0.1,0.31
50897,0.19,0.23
50898,0.2,0.86
50899,0.05,0.07
50900,0.13,0.54
50901,0.17,0.27
50902,0.75,0.86
50903,0.04,0.07
50904,0.7,0.76
50905,0.26,0.67
50906,0.15,0.63
50907,0.17,0.55
50908,0.07,0.15
50909,0.53,0.73
50910,0.15,0.28
50911,0.09,0.36
50912,0.61,0.83
50913,0.16,0.7
50914,0.1,0.32
50915,0.07,0.09
50916,0.1,0.17
50917,0.04,0.18
50918,0.14,0.23
50919,0.02,0.05
50920,0.21,0.8
50921,0.07,0.12
50922,0.6,0.96
50923,0.19,0.46
50924,0.18,0.72
50925,0.05,0.83
50926,0.59,0.97
50927,0.01,0.07
50928,0.05,0.12
50929,0.16,0.86
50930,0.25,0.21
50931,0.08,0.47
50932,0.28,0.74
50933,0.08,0.08
50934,0.19,0.15
50935,0.0,0.08
50936,0.11,0.12
50937,0.11,0.22
50938,0.38,0.87
50939,0.26,0.21
50940,0.1,0.27
50941,0.07,0.16
50942,0.12,0.22
50943,0.58,0.69
50944,0.03,0.36
50945,0.01,0.18
50946,0.42,0.64
50947,0.15,0.92
50948,0.09,0.65
50949,0.63,0.97
50950,0.4,0.33
50951,0.04,0.09
50952,0.09,0.07
50953,0.29,0.6
50954,0.18,0.83
50955,0.11,0.24
50956,0.04,0.11
50957,0.48,0.9
50958,0.49,0.76
50959,0.05,0.14
50960,0.22,0.11
50961,0.21,0.18
50962,0.53,0.75
50963,0.27,0.69
50964,0.08,0.66
50965,0.06,0.28
50966,0.15,0.17
50967,0.75,0.87
50968,0.31,0.93
50969,0.26,0.58
50970,0.82,0.91
50971,0.16,0.76
50972,0.36,0.8
50973,0.05,0.16
50974,0.52,0.72
50975,0.26,0.54
50976,0.18,0.86
50977,0.05,0.82
50978,0.14,0.66
50979,0.53,0.68
50980,0.04,0.47
50981,0.39,0.66
50982,0.02,0.21
50983,0.08,0.92
50984,0.18,0.88
50985,0.01,0.18
50986,0.62,0.82
50987,0.14,0.92
50988,0.13,0.6
50989,0.21,0.23
50990,0.19,0.61
50991,0.05,0.2
50992,0.05,0.35
50993,0.08,0.39
50994,0.2,0.35
50995,0.01,0.06
50996,0.12,0.12
50997,0.11,0.19
50998,0.4,0.61
50999,0.43,0.64
51000,0.14,0.16
51001,0.08,0.43
51002,0.17,0.53
51003,0.47,0.79
51004,0.0,0.35
51005,0.04,0.25
51006,0.07,0.12
51007,0.17,0.62
51008,0.09,0.33
51009,0.76,0.94
51010,0.07,0.41
51011,0.52,0.8
51012,0.09,0.59
51013,0.81,0.81
51014,0.07,0.38
51015,0.71,0.96
51016,0.09,0.31
51017,0.13,0.75
51018,0.25,0.94
51019,0.44,0.17
51020,0.34,0.56
51021,0.07,0.58
51022,0.07,0.09
51023,0.2,0.5
51024,0.38,0.43
51025,0.16,0.11
51026,0.02,0.08
51027,0.2,0.74
51028,0.04,0.14
51029,0.08,0.23
51030,0.46,0.66
51031,0.07,0.18
51032,0.23,0.55
51033,0.14,0.66
51034,0.03,0.09
51035,0.13,0.38
51036,0.3,0.8
51037,0.21,0.44
51038,0.1,0.57
51039,0.18,0.81
51040,0.24,0.24
51041,0.1,0.59
51042,0.22,0.36
51043,0.07,0.35
51044,0.2,0.41
51045,0.16,0.19
51046,0.13,0.19
51047,0.16,0.77
51048,0.77,0.86
51049,0.1,0.24
51050,0.14,0.27
51051,0.06,0.11
51052,0.85,0.85
51053,0.12,0.42
51054,0.1,0.27
51055,0.73,0.84
51056,0.15,0.4
51057,0.24,0.69
51058,0.62,0.92
51059,0.29,0.66
51060,0.15,0.61
51061,0.28,0.25
51062,0.03,0.06
51063,0.09,0.41
51064,0.42,0.73
51065,0.18,0.22
51066,0.54,0.82
51067,0.27,0.53
51068,0.05,0.25
51069,0.01,0.15
51070,0.47,0.56
51071,0.66,0.93
51072,0.08,0.08
51073,0.04,0.07
51074,0.3,0.66
51075,0.1,0.1
51076,0.05,0.11
51077,0.06,0.75
51078,0.1,0.17
51079,0.13,0.3
51080,0.38,0.33
51081,0.44,0.7
51082,0.09,0.28
51083,0.47,0.88
51084,0.26,0.37
51085,0.02,0.13
51086,0.26,0.3
51087,0.05,0.73
51088,0.17,0.42
51089,0.29,0.46
51090,0.07,0.16
51091,0.55,0.79
51092,0.04,0.41
51093,0.37,0.75
51094,0.11,0.33
51095,0.35,0.37
51096,0.12,0.52
51097,0.2,0.98
51098,0.21,0.53
51099,0.01,0.33
51100,0.01,0.07
51101,0.14,0.85
51102,0.29,0.23
51103,0.62,0.84
51104,0.23,0.59
51105,0.05,0.48
51106,0.36,0.63
51107,0.11,0.26
51108,0.14,0.58
51109,0.4,0.43
51110,0.35,0.92
51111,0.48,0.89
51112,0.72,0.88
51113,0.65,0.71
51114,0.2,0.51
51115,0.75,0.75
51116,0.04,0.86
51117,0.25,0.79
51118,0.04,0.11
51119,0.63,0.73
51120,0.12,0.35
51121,0.12,0.49
51122,0.09,0.61
51123,0.14,0.34
51124,0.15,0.91
51125,0.28,0.49
51126,0.07,0.26
51127,0.17,0.24
51128,0.07,0.13
51129,0.06,0.13
51130,0.06,0.27
51131,0.58,0.82
51132,0.1,0.22
51133,0.34,0.87
51134,0.18,0.35
51135,0.06,0.12
51136,0.48,0.85
51137,0.13,0.49
51138,0.76,1.0
51139,0.17,0.3
51140,0.07,0.18
51141,0.08,0.59
51142,0.46,0.26
51143,0.26,0.44
51144,0.03,0.53
51145,0.0,0.07
51146,0.47,0.71
51147,0.38,0.41
51148,0.14,0.94
51149,0.05,0.21
51150,0.42,0.6
51151,0.15,0.56
51152,0.29,0.61
51153,0.01,0.05
51154,0.05,0.05
51155,0.06,0.16
51156,0.67,0.94
51157,0.04,0.09
51158,0.34,0.53
51159,0.19,0.33
51160,0.75,0.83
51161,0.34,0.83
51162,0.11,0.21
51163,0.02,0.19
51164,0.44,0.64
51165,0.12,0.28
51166,0.18,0.46
51167,0.37,0.81
51168,0.08,0.69
51169,0.07,0.42
51170,0.14,0.19
51171,0.09,0.44
51172,0.15,0.37
51173,0.2,0.44
51174,0.15,0.38
51175,0.34,0.67
51176,0.08,0.21
51177,0.37,0.72
51178,0.46,0.56
51179,0.23,0.22
51180,0.07,0.08
51181,0.37,0.53
51182,0.04,0.2
51183,0.05,0.11
51184,0.22,0.1
51185,0.04,0.08
51186,0.29,0.19
51187,0.12,0.71
51188,0.2,0.27
51189,0.56,0.77
51190,0.07,0.11
51191,0.21,0.87
51192,0.41,0.93
51193,0.36,0.56
51194,0.06,0.2
51195,0.35,0.15
51196,0.17,0.7
51197,0.11,0.76
51198,0.15,0.24
51199,0.07,0.24
51200,0.03,0.11
51201,0.14,0.91
51202,0.24,0.21
51203,0.31,0.37
51204,0.07,0.31
51205,0.08,0.31
51206,0.17,0.38
51207,0.32,0.85
51208,0.36,0.56
51209,0.06,0.21
51210,0.41,0.82
51211,0.29,0.37
51212,0.04,0.37
51213,0.02,0.17
51214,0.15,0.18
51215,0.53,0.52
51216,0.63,0.89
51217,0.46,0.67
51218,0.36,0.77
51219,0.1,0.48
51220,0.25,0.68
51221,0.02,0.18
51222,0.28,0.17
51223,0.09,0.72
51224,0.07,0.19
51225,0.05,0.17
51226,0.57,0.77
51227,0.46,0.77
51228,0.04,0.17
51229,0.42,0.82
51230,0.15,0.2
51231,0.1,0.15
51232,0.15,0.2
51233,0.06,0.18
51234,0.02,0.07
51235,0.27,0.5
51236,0.08,0.18
51237,0.19,0.43
51238,0.15,0.38
51239,0.28,0.21
51240,0.51,0.55
51241,0.15,0.14
51242,0.01,0.09
51243,0.13,0.46
51244,0.29,0.41
51245,0.06,0.09
51246,0.1,0.9
51247,0.12,0.15
51248,0.11,0.18
51249,0.72,0.75
51250,0.23,0.18
51251,0.28,0.21
51252,0.03,0.21
51253,0.09,0.19
51254,0.12,0.14
51255,0.07,0.11
51256,0.25,0.31
51257,0.56,0.8
51258,0.03,0.41
51259,0.02,0.11
51260,0.18,0.67
51261,0.13,0.53
51262,0.19,0.47
51263,0.12,0.3
51264,0.02,0.11
51265,0.28,0.49
51266,0.18,0.24
51267,0.19,0.63
51268,0.03,0.85
51269,0.05,0.48
51270,0.18,0.29
51271,0.06,0.12
51272,0.05,0.19
51273,0.38,0.43
51274,0.14,0.19
51275,0.09,0.43
51276,0.35,0.44
51277,0.22,0.23
51278,0.05,0.2
51279,0.07,0.36
51280,0.17,0.34
51281,0.41,0.62
51282,0.66,0.76
51283,0.06,0.53
51284,0.69,0.92
51285,0.21,0.53
51286,0.08,0.14
51287,0.02,0.11
51288,0.34,0.62
51289,0.52,0.83
51290,0.07,0.1
51291,0.63,0.84
51292,0.18,0.29
51293,0.14,0.88
51294,0.04,0.09
51295,0.19,0.8
51296,0.11,0.68
51297,0.68,0.71
51298,0.34,0.56
51299,0.13,0.82
51300,0.33,0.75
51301,0.04,0.13
51302,0.41,0.82
51303,0.14,0.5
51304,0.32,0.96
51305,0.24,0.43
51306,0.55,0.87
51307,0.35,0.64
51308,0.31,0.35
51309,0.01,0.05
51310,0.25,0.89
51311,0.09,0.86
51312,0.54,0.94
51313,0.15,0.23
51314,0.1,0.71
51315,0.22,0.42
51316,0.07,0.66
51317,0.51,0.72
51318,0.1,0.22
51319,0.56,0.8
51320,0.14,0.29
51321,0.26,0.29
51322,0.13,0.09
51323,0.54,0.67
51324,0.06,0.19
51325,0.47,0.59
51326,0.07,0.24
51327,0.13,0.18
51328,0.06,0.51
51329,0.17,0.19
51330,0.23,0.25
51331,0.03,0.28
51332,0.34,0.75
51333,0.04,0.85
51334,0.08,0.32
51335,0.09,0.38
51336,0.11,0.65
51337,0.75,0.91
51338,0.1,0.18
51339,0.05,0.57
51340,0.51,0.79
51341,0.11,0.61
51342,0.29,0.39
51343,0.66,0.79
51344,0.06,0.44
51345,0.06,0.33
51346,0.26,0.45
51347,0.5,0.94
51348,0.14,0.75
51349,0.11,0.37
51350,0.07,0.14
51351,0.14,0.41
51352,0.05,0.26
51353,0.06,0.19
51354,0.3,0.53
51355,0.1,0.2
51356,0.53,0.65
51357,0.03,0.09
51358,0.13,0.61
51359,0.06,0.44
51360,0.0,0.03
51361,0.2,0.27
51362,0.04,0.04
51363,0.2,0.33
51364,0.01,0.2
51365,0.19,0.63
51366,0.15,0.11
51367,0.07,0.49
51368,0.31,0.89
51369,0.01,0.09
51370,0.01,0.07
51371,0.6,0.68
51372,0.06,0.23
51373,0.33,0.77
51374,0.22,0.3
51375,0.44,0.62
51376,0.2,0.82
51377,0.09,0.14
51378,0.56,0.38
51379,0.11,0.39
51380,0.13,0.67
51381,0.47,0.9
51382,0.28,0.46
51383,0.07,0.22
51384,0.13,0.18
51385,0.2,0.27
51386,0.1,0.26
51387,0.16,0.67
51388,0.17,0.64
51389,0.08,0.31
51390,0.22,0.95
51391,0.09,0.54
51392,0.11,0.11
51393,0.09,0.4
51394,0.21,0.35
51395,0.11,0.25
51396,0.04,0.15
51397,0.19,0.37
51398,0.21,0.22
51399,0.23,0.74
51400,0.49,0.63
51401,0.24,0.54
51402,0.12,0.31
51403,0.16,0.77
51404,0.05,0.31
51405,0.07,0.43
51406,0.3,0.49
51407,0.39,0.72
51408,0.77,0.92
51409,0.04,0.16
51410,0.11,0.86
51411,0.12,0.14
51412,0.12,0.51
51413,0.08,0.16
51414,0.16,0.5
51415,0.09,0.22
51416,0.39,0.4
51417,0.14,0.08
51418,0.06,0.21
51419,0.18,0.35
51420,0.01,0.09
51421,0.08,0.14
51422,0.16,0.13
51423,0.04,0.09
51424,0.3,0.4
51425,0.05,0.07
51426,0.08,0.16
51427,0.21,0.37
51428,0.08,0.18
51429,0.29,0.58
51430,0.1,0.71
51431,0.04,0.09
51432,0.17,0.35
51433,0.1,0.53
51434,0.24,0.73
51435,0.21,0.36
51436,0.07,0.87
51437,0.5,0.83
51438,0.53,0.89
51439,0.33,0.8
51440,0.15,0.86
51441,0.64,0.94
51442,0.05,0.43
51443,0.08,0.5
51444,0.05,0.08
51445,0.23,0.24
51446,0.11,0.96
51447,0.08,0.07
51448,0.26,0.32
51449,0.2,0.13
51450,0.08,0.79
51451,0.35,0.9
51452,0.24,0.38
51453,0.07,0.21
51454,0.32,0.36
51455,0.32,0.18
51456,0.21,0.75
51457,0.13,0.65
51458,0.07,0.7
51459,0.19,0.76
51460,0.36,0.37
51461,0.08,0.42
51462,0.64,0.86
51463,0.46,0.86
51464,0.63,0.89
51465,0.08,0.29
51466,0.02,0.07
51467,0.63,0.97
51468,0.22,0.25
51469,0.01,0.2
51470,0.18,0.88
51471,0.08,0.82
51472,0.06,0.06
51473,0.85,0.98
51474,0.35,0.52
51475,0.07,0.42
51476,0.09,0.06
51477,0.15,0.9
51478,0.18,0.37
51479,0.48,0.65
51480,0.5,0.86
51481,0.08,0.24
51482,0.03,0.25
51483,0.17,0.47
51484,0.07,0.1
51485,0.06,0.13
51486,0.02,0.2
51487,0.08,0.18
51488,0.04,0.15
51489,0.14,0.22
51490,0.06,0.17
51491,0.04,0.37
51492,0.63,0.77
51493,0.25,0.21
51494,0.36,0.97
51495,0.12,0.39
51496,0.15,0.17
51497,0.4,0.56
51498,0.28,0.82
51499,0.07,0.25
51500,0.29,0.5
51501,0.06,0.11
51502,0.24,0.32
51503,0.04,0.55
51504,0.15,0.52
51505,0.02,0.26
51506,0.07,0.66
51507,0.06,0.06
51508,0.02,0.2
51509,0.03,0.12
51510,0.21,0.59
51511,0.05,0.06
51512,0.42,0.89
51513,0.3,0.51
51514,0.12,0.55
51515,0.37,0.87
51516,0.16,0.71
51517,0.36,0.81
51518,0.45,0.93
51519,0.14,0.27
51520,0.14,0.25
51521,0.48,0.7
51522,0.58,0.73
51523,0.46,0.88
51524,0.02,0.06
51525,0.2,0.44
51526,0.55,0.65
51527,0.59,0.56
51528,0.21,0.43
51529,0.14,0.36
51530,0.03,0.45
51531,0.29,0.83
51532,0.44,0.62
51533,0.06,0.41
51534,0.46,0.42
51535,0.25,0.8
51536,0.49,0.58
51537,0.21,0.93
51538,0.13,0.61
51539,0.09,0.79
51540,0.0,0.43
51541,0.17,0.51
51542,0.09,0.27
51543,0.05,0.1
51544,0.17,0.89
51545,0.11,0.92
51546,0.23,0.29
51547,0.52,0.8
51548,0.05,0.77
51549,0.03,0.09
51550,0.14,0.7
51551,0.42,0.45
51552,0.01,0.06
51553,0.2,0.4
51554,0.18,0.16
51555,0.02,0.12
51556,0.57,0.89
51557,0.05,0.08
51558,0.14,0.59
51559,0.16,0.63
51560,0.1,0.3
51561,0.08,0.66
51562,0.12,0.2
51563,0.34,0.75
51564,0.04,0.1
51565,0.06,0.77
51566,0.07,0.29
51567,0.13,0.19
51568,0.69,0.6
51569,0.08,0.1
51570,0.7,0.83
51571,0.39,0.88
51572,0.1,0.27
51573,0.1,0.77
51574,0.13,0.19
51575,0.08,0.86
51576,0.22,0.8
51577,0.02,0.25
51578,0.47,0.81
51579,0.73,0.85
51580,0.23,0.75
51581,0.02,0.03
51582,0.09,0.58
51583,0.26,0.7
51584,0.21,0.57
51585,0.23,0.71
51586,0.73,0.89
51587,0.27,0.33
51588,0.09,0.28
51589,0.36,0.87
51590,0.28,0.87
51591,0.08,0.24
51592,0.1,0.29
51593,0.26,0.27
51594,0.09,0.39
